Company,Order_no,Quantity,Sales,Status,Product_line,City,Country,Deal_size,Order_date
"Dragon Souveniers, Ltd.",10117,21,1033.41,Shipped,Trains,Singapore,Singapore,Small,2018-04-16
"Muscle Machine Inc",10127,46,3179.52,Shipped,Trains,NYC,USA,Medium,2018-06-03
"Mini Gifts Distributors Ltd.",10142,42,2091.18,Shipped,Trains,"San Rafael",USA,Small,2018-08-08
"Euro Shopping Channel",10153,31,1779.71,Shipped,Trains,Madrid,Spain,Small,2018-09-28
"Dragon Souveniers, Ltd.",10165,38,2537.64,Shipped,Trains,Singapore,Singapore,Small,2018-10-22
"L'ordine Souveniers",10176,38,2448.72,Shipped,Trains,"Reggio Emilia",Italy,Small,2018-11-06
"Mini Creations Ltd.",10185,20,972.40,Shipped,Trains,"New Bedford",USA,Small,2018-11-14
"Super Scale Inc.",10196,46,2856.14,Shipped,Trains,"New Haven",USA,Small,2018-11-26
"Saveley & Henriot, Co.",10208,30,1968.30,Shipped,Trains,Lyon,France,Small,2019-01-02
"Clover Collections, Co.",10220,30,2056.20,Shipped,Trains,Dublin,Ireland,Small,2019-02-12
"Blauer See Auto, Co.",10230,43,2242.02,Shipped,Trains,Frankfurt,Germany,Small,2019-03-15
"Diecast Classics Inc.",10272,43,2443.26,Shipped,Trains,Allentown,USA,Small,2019-07-20
"Mini Gifts Distributors Ltd.",10282,37,2470.86,Shipped,Trains,"San Rafael",USA,Small,2019-08-20
"Land of Toys Inc.",10292,35,1927.45,Shipped,Trains,NYC,USA,Small,2019-09-08
"Heintze Collectables",10314,38,2337.38,Shipped,Trains,Aaarhus,Denmark,Small,2019-10-22
"Baane Mini Imports",10325,44,5932.96,Shipped,Trains,Stavern,Norway,Medium,2019-11-05
"Classic Legends Inc.",10337,21,2296.77,Shipped,Trains,NYC,USA,Small,2019-11-21
"Euro Shopping Channel",10350,44,6490.88,Shipped,Trains,Madrid,Spain,Medium,2019-12-02
"Reims Collectables",10359,25,1623.25,Shipped,Trains,Reims,France,Small,2019-12-15
"Euro Shopping Channel",10383,38,2282.28,Shipped,Trains,Madrid,Spain,Small,2020-02-22
"Lyon Souveniers",10395,45,8977.05,Shipped,Trains,Paris,France,Large,2020-03-17
"Gift Depot Inc.",10413,51,3256.35,Shipped,Trains,Bridgewater,USA,Medium,2020-05-05
"Reims Collectables",10121,44,3293.40,Shipped,Motorcycles,Reims,France,Medium,2018-05-07
"Mini Gifts Distributors Ltd.",10135,44,4224.00,Shipped,Motorcycles,"San Rafael",USA,Medium,2018-07-02
Toys4GrownUps.com,10145,38,3091.68,Shipped,Motorcycles,Pasadena,USA,Medium,2018-08-25
"Anna's Decorations, Ltd",10169,48,3866.40,Shipped,Motorcycles,"North Sydney",Australia,Medium,2018-11-04
"Daedalus Designs Imports",10180,21,1964.76,Shipped,Motorcycles,Lille,France,Small,2018-11-11
"Euro Shopping Channel",10190,40,2668.80,Shipped,Motorcycles,Madrid,Spain,Small,2018-11-19
"Auto Canal Petit",10211,40,3222.00,Shipped,Motorcycles,Paris,France,Medium,2019-01-15
"Daedalus Designs Imports",10224,50,3864.50,Shipped,Motorcycles,Lille,France,Medium,2019-02-21
"Vitachrome Inc.",10237,20,1366.80,Shipped,Motorcycles,NYC,USA,Small,2019-04-05
"Auto Canal Petit",10252,48,3475.68,Shipped,Motorcycles,Paris,France,Medium,2019-05-26
Gifts4AllAges.com,10264,47,4206.50,Shipped,Motorcycles,Boston,USA,Medium,2019-06-30
"Online Mini Collectables",10276,21,1486.38,Shipped,Motorcycles,Brickhaven,USA,Small,2019-08-02
"Marta's Replicas Co.",10285,39,3077.88,Shipped,Motorcycles,Cambridge,USA,Medium,2019-08-27
"Toys of Finland, Co.",10299,44,3544.20,Shipped,Motorcycles,Helsinki,Finland,Medium,2019-09-30
"Baane Mini Imports",10309,28,2483.04,Shipped,Motorcycles,Stavern,Norway,Small,2019-10-15
"Microscale Inc.",10319,45,3478.05,Shipped,Motorcycles,NYC,USA,Medium,2019-11-03
"Motor Mint Distributors Inc.",10331,20,3657.80,Shipped,Motorcycles,Philadelphia,USA,Medium,2019-11-17
"Salzburg Collectables",10341,38,4682.36,Shipped,Motorcycles,Salzburg,Austria,Medium,2019-11-24
"Lyon Souveniers",10356,26,3937.70,Shipped,Motorcycles,Paris,France,Medium,2019-12-09
"Mini Creations Ltd.",10365,44,4984.32,Shipped,Motorcycles,"New Bedford",USA,Medium,2020-01-07
"La Rochelle Gifts",10375,49,5406.66,Shipped,Motorcycles,Nantes,France,Medium,2020-02-03
"Mini Gifts Distributors Ltd.",10390,22,3491.18,Shipped,Motorcycles,"San Rafael",USA,Medium,2020-03-04
"Danish Wholesale Imports",10105,41,2897.47,Shipped,Ships,Kobenhavn,Denmark,Small,2018-02-11
"Salzburg Collectables",10119,25,1916.75,Shipped,Ships,Salzburg,Austria,Small,2018-04-28
"Mini Gifts Distributors Ltd.",10142,41,2624.00,Shipped,Ships,"San Rafael",USA,Small,2018-08-08
"Euro Shopping Channel",10153,43,2780.81,Shipped,Ships,Madrid,Spain,Small,2018-09-28
"CAF Imports",10177,24,1824.00,Shipped,Ships,Madrid,Spain,Small,2018-11-07
"Mini Creations Ltd.",10185,21,1134.00,Shipped,Ships,"New Bedford",USA,Small,2018-11-14
"Enaco Distributors",10197,23,1487.41,Shipped,Ships,Barcelona,Spain,Small,2018-11-26
"Saveley & Henriot, Co.",10208,38,2837.46,Shipped,Ships,Lyon,France,Small,2019-01-02
"Collectable Mini Designs Co.",10222,31,1942.77,Shipped,Ships,"San Diego",USA,Small,2019-02-19
"Tekni Collectables Inc.",10233,36,2544.12,Shipped,Ships,Newark,USA,Small,2019-03-29
"Land of Toys Inc.",10248,36,2568.24,Cancelled,Ships,NYC,USA,Small,2019-05-07
Gifts4AllAges.com,10295,26,1958.84,Shipped,Ships,Boston,USA,Small,2019-09-10
"La Rochelle Gifts",10315,41,2542.00,Shipped,Ships,Nantes,France,Small,2019-10-29
"Euro Shopping Channel",10350,46,3526.82,Shipped,Ships,Madrid,Spain,Medium,2019-12-02
"Oulu Toy Supplies, Inc.",10373,44,4627.92,Shipped,Ships,Oulu,Finland,Medium,2020-01-31
"Mini Gifts Distributors Ltd.",10385,25,1933.50,Shipped,Ships,"San Rafael",USA,Small,2020-02-28
"Mini Gifts Distributors Ltd.",10396,39,2600.13,Shipped,Ships,"San Rafael",USA,Small,2020-03-23
Gifts4AllAges.com,10414,37,2639.58,"On Hold",Ships,Boston,USA,Small,2020-05-06
"Rovelli Gifts",10106,31,3312.97,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Australian Collectors, Co.",10120,47,3863.87,Shipped,Planes,Melbourne,Australia,Medium,2018-04-29
"Euro Shopping Channel",10133,24,1863.36,Shipped,Planes,Madrid,Spain,Small,2018-06-27
"Mini Creations Ltd.",10143,36,3945.96,Shipped,Planes,"New Bedford",USA,Medium,2018-08-10
"Euro Shopping Channel",10156,48,4954.08,Shipped,Planes,Madrid,Spain,Medium,2018-10-08
"Technics Stores Inc.",10168,28,2762.20,Shipped,Planes,Burlingame,USA,Small,2018-10-28
"West Coast Collectables Co.",10199,48,3989.76,Shipped,Planes,Burbank,USA,Medium,2018-12-01
"Australian Collectors, Co.",10223,25,2534.75,Shipped,Planes,Melbourne,Australia,Small,2019-02-20
"The Sharp Gifts Warehouse",10250,31,2831.54,Shipped,Planes,"San Jose",USA,Small,2019-05-11
"Euro Shopping Channel",10262,40,3361.20,Cancelled,Planes,Madrid,Spain,Medium,2019-06-24
"La Rochelle Gifts",10275,32,2864.32,Shipped,Planes,Nantes,France,Small,2019-07-23
"Bavarian Collectables Imports, Co.",10296,42,4296.60,Shipped,Planes,Munich,Germany,Medium,2019-09-15
"Mini Classics",10308,21,2224.95,Shipped,Planes,"White Plains",USA,Small,2019-10-15
"Rovelli Gifts",10328,27,2762.10,Shipped,Planes,Bergamo,Italy,Small,2019-11-12
"Enaco Distributors",10340,30,2658.00,Shipped,Planes,Barcelona,Spain,Small,2019-11-24
"Gift Ideas Corp.",10353,39,5043.87,Shipped,Planes,Glendale,USA,Medium,2019-12-04
"Souveniers And Things Co.",10361,20,1210.80,Shipped,Planes,Chatswood,Australia,Small,2019-12-17
"La Rochelle Gifts",10375,37,3029.19,Shipped,Planes,Nantes,France,Medium,2020-02-03
FunGiftIdeas.com,10388,46,10066.60,Shipped,Planes,"New Bedford",USA,Large,2020-03-03
"Reims Collectables",10398,47,4121.43,Shipped,Planes,Reims,France,Medium,2020-03-30
"Tekni Collectables Inc.",10401,11,1135.31,"On Hold",Planes,Newark,USA,Small,2020-04-03
"L'ordine Souveniers",10416,23,2100.82,Shipped,Planes,"Reggio Emilia",Italy,Small,2020-05-10
"Danish Wholesale Imports",10105,29,2034.35,Shipped,Ships,Kobenhavn,Denmark,Small,2018-02-11
"Dragon Souveniers, Ltd.",10117,38,3027.84,Shipped,Ships,Singapore,Singapore,Medium,2018-04-16
"Euro Shopping Channel",10128,32,3104.00,Shipped,Ships,Madrid,Spain,Medium,2018-06-06
"Mini Gifts Distributors Ltd.",10142,43,3612.43,Shipped,Ships,"San Rafael",USA,Medium,2018-08-08
"Euro Shopping Channel",10153,31,2711.88,Shipped,Ships,Madrid,Spain,Small,2018-09-28
FunGiftIdeas.com,10166,29,3013.97,Shipped,Ships,"New Bedford",USA,Medium,2018-10-21
"CAF Imports",10177,31,2738.54,Shipped,Ships,Madrid,Spain,Small,2018-11-07
"Mini Creations Ltd.",10185,30,2832.00,Shipped,Ships,"New Bedford",USA,Small,2018-11-14
"Super Scale Inc.",10196,50,4720.00,Shipped,Ships,"New Haven",USA,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,40,3222.00,Shipped,Ships,Lyon,France,Medium,2019-01-02
"Land of Toys Inc.",10248,40,4157.20,Cancelled,Ships,NYC,USA,Medium,2019-05-07
"Mini Gifts Distributors Ltd.",10282,43,3724.23,Shipped,Ships,"San Rafael",USA,Medium,2019-08-20
"Amica Models & Co.",10293,29,2084.81,Shipped,Ships,Torino,Italy,Small,2019-09-09
"Heintze Collectables",10314,23,1753.06,Shipped,Ships,Aaarhus,Denmark,Small,2019-10-22
"Danish Wholesale Imports",10327,20,3469.20,Resolved,Ships,Kobenhavn,Denmark,Medium,2019-11-10
"Classic Legends Inc.",10337,36,2530.80,Shipped,Ships,NYC,USA,Small,2019-11-21
"Euro Shopping Channel",10350,28,2924.32,Shipped,Ships,Madrid,Spain,Small,2019-12-02
"Alpha Cognac",10397,32,2577.60,Shipped,Ships,Toulouse,France,Small,2020-03-28
Gifts4AllAges.com,10414,34,3533.62,"On Hold",Ships,Boston,USA,Medium,2020-05-06
"Rovelli Gifts",10106,30,3177.30,Shipped,Ships,Bergamo,Italy,Medium,2018-02-17
"Salzburg Collectables",10119,29,2730.06,Shipped,Ships,Salzburg,Austria,Small,2018-04-28
"Gift Ideas Corp.",10131,22,1891.78,Shipped,Ships,Glendale,USA,Small,2018-06-16
"Mini Creations Ltd.",10143,26,2612.48,Shipped,Ships,"New Bedford",USA,Small,2018-08-10
"Toys of Finland, Co.",10155,32,2925.76,Shipped,Ships,Helsinki,Finland,Small,2018-10-06
"Alpha Cognac",10178,34,3293.24,Shipped,Ships,Toulouse,France,Medium,2018-11-08
"Enaco Distributors",10197,24,2172.48,Shipped,Ships,Barcelona,Spain,Small,2018-11-26
"Collectable Mini Designs Co.",10222,26,2659.54,Shipped,Ships,"San Diego",USA,Small,2019-02-19
"Cambridge Collectables Co.",10249,40,3838.00,Shipped,Ships,Cambridge,USA,Medium,2019-05-08
"Euro Shopping Channel",10262,44,4142.16,Cancelled,Ships,Madrid,Spain,Medium,2019-06-24
"Collectables For Less Inc.",10274,24,2172.48,Shipped,Ships,Brickhaven,USA,Small,2019-07-21
"Bavarian Collectables Imports, Co.",10296,34,3477.86,Shipped,Ships,Munich,Germany,Medium,2019-09-15
"Classic Gift Ideas, Inc",10307,34,3323.84,Shipped,Ships,Philadelphia,USA,Medium,2019-10-14
"Rovelli Gifts",10328,41,4156.58,Shipped,Ships,Bergamo,Italy,Medium,2019-11-12
"Auto-Moto Classics Inc.",10352,23,2352.67,Shipped,Ships,Brickhaven,USA,Small,2019-12-03
"Souveniers And Things Co.",10361,24,1089.36,Shipped,Ships,Chatswood,Australia,Small,2019-12-17
"Oulu Toy Supplies, Inc.",10373,32,2701.12,Shipped,Ships,Oulu,Finland,Small,2020-01-31
"Euro Shopping Channel",10386,29,2487.04,Resolved,Ships,Madrid,Spain,Small,2020-03-01
"Reims Collectables",10398,36,3910.32,Shipped,Ships,Reims,France,Medium,2020-03-30
"The Sharp Gifts Warehouse",10400,46,4038.80,Shipped,Ships,"San Jose",USA,Medium,2020-04-01
"Australian Collectables, Ltd",10415,32,3070.40,Disputed,Ships,"Glen Waverly",Australia,Medium,2020-05-09
"Rovelli Gifts",10106,34,3763.46,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Australian Collectors, Co.",10120,24,2584.80,Shipped,Planes,Melbourne,Australia,Small,2018-04-29
"Gift Ideas Corp.",10131,40,4427.60,Shipped,Planes,Glendale,USA,Medium,2018-06-16
"Mini Creations Ltd.",10143,26,2152.02,Shipped,Planes,"New Bedford",USA,Small,2018-08-10
"Toys of Finland, Co.",10155,20,2353.40,Shipped,Planes,Helsinki,Finland,Small,2018-10-06
"Technics Stores Inc.",10168,31,3431.39,Shipped,Planes,Burlingame,USA,Medium,2018-10-28
"Alpha Cognac",10178,22,1930.50,Shipped,Planes,Toulouse,France,Small,2018-11-08
"Collectable Mini Designs Co.",10222,37,3246.75,Shipped,Planes,"San Diego",USA,Medium,2019-02-19
"The Sharp Gifts Warehouse",10250,35,3909.15,Shipped,Planes,"San Jose",USA,Medium,2019-05-11
"Euro Shopping Channel",10262,33,2994.75,Cancelled,Planes,Madrid,Spain,Small,2019-06-24
"La Rochelle Gifts",10275,39,4472.52,Shipped,Planes,Nantes,France,Medium,2019-07-23
"Bavarian Collectables Imports, Co.",10296,24,2441.04,Shipped,Planes,Munich,Germany,Small,2019-09-15
"Mini Classics",10308,35,3106.25,Shipped,Planes,"White Plains",USA,Medium,2019-10-15
"Rovelli Gifts",10328,37,4021.53,Shipped,Planes,Bergamo,Italy,Medium,2019-11-12
"Enaco Distributors",10340,55,4826.25,Shipped,Planes,Barcelona,Spain,Medium,2019-11-24
"Auto-Moto Classics Inc.",10352,49,4935.28,Shipped,Planes,Brickhaven,USA,Medium,2019-12-03
"Souveniers And Things Co.",10361,26,2754.70,Shipped,Planes,Chatswood,Australia,Small,2019-12-17
"La Rochelle Gifts",10375,33,3856.71,Shipped,Planes,Nantes,France,Medium,2020-02-03
"Euro Shopping Channel",10386,37,3102.08,Resolved,Planes,Madrid,Spain,Medium,2020-03-01
"Reims Collectables",10398,22,1908.72,Shipped,Planes,Reims,France,Small,2020-03-30
"Tekni Collectables Inc.",10401,85,7543.75,"On Hold",Planes,Newark,USA,Large,2020-04-03
"L'ordine Souveniers",10416,22,2457.18,Shipped,Planes,"Reggio Emilia",Italy,Small,2020-05-10
"Danish Wholesale Imports",10105,31,2038.87,Shipped,Ships,Kobenhavn,Denmark,Small,2018-02-11
"Salzburg Collectables",10119,38,2499.26,Shipped,Ships,Salzburg,Austria,Small,2018-04-28
"Mini Creations Ltd.",10143,31,2643.99,Shipped,Ships,"New Bedford",USA,Small,2018-08-10
"Boards & Toys Co.",10154,36,2315.88,Shipped,Ships,Glendale,USA,Small,2018-10-02
"CAF Imports",10177,32,2451.84,Shipped,Ships,Madrid,Spain,Small,2018-11-07
"Mini Creations Ltd.",10185,39,2254.98,Shipped,Ships,"New Bedford",USA,Small,2018-11-14
"Enaco Distributors",10197,50,3939.50,Shipped,Ships,Barcelona,Spain,Medium,2018-11-26
"Saveley & Henriot, Co.",10208,46,3424.70,Shipped,Ships,Lyon,France,Medium,2019-01-02
"Collectable Mini Designs Co.",10222,36,2914.20,Shipped,Ships,"San Diego",USA,Small,2019-02-19
"Tekni Collectables Inc.",10233,29,2389.60,Shipped,Ships,Newark,USA,Small,2019-03-29
"Land of Toys Inc.",10248,32,2428.48,Cancelled,Ships,NYC,USA,Small,2019-05-07
Gifts4AllAges.com,10295,44,2576.20,Shipped,Ships,Boston,USA,Small,2019-09-10
"Danish Wholesale Imports",10327,21,2022.51,Resolved,Ships,Kobenhavn,Denmark,Small,2019-11-10
"Euro Shopping Channel",10350,29,2185.15,Shipped,Ships,Madrid,Spain,Small,2019-12-02
"Oulu Toy Supplies, Inc.",10373,41,2883.53,Shipped,Ships,Oulu,Finland,Small,2020-01-31
"Euro Shopping Channel",10386,37,5017.57,Resolved,Ships,Madrid,Spain,Medium,2020-03-01
"Alpha Cognac",10397,22,1463.00,Shipped,Ships,Toulouse,France,Small,2020-03-28
Gifts4AllAges.com,10414,31,2352.59,"On Hold",Ships,Boston,USA,Small,2020-05-06
"Baane Mini Imports",10103,42,4460.82,Shipped,"Classic Cars",Stavern,Norway,Medium,2018-01-29
"La Corne D'abondance, Co.",10114,42,4758.18,Shipped,"Classic Cars",Paris,France,Medium,2018-04-01
"Corrida Auto Replicas, Ltd",10126,45,4597.20,Shipped,"Classic Cars",Madrid,Spain,Medium,2018-05-28
"Technics Stores Inc.",10140,36,4114.80,Shipped,"Classic Cars",Burlingame,USA,Medium,2018-07-24
"Dragon Souveniers, Ltd.",10150,20,2104.00,Shipped,"Classic Cars",Singapore,Singapore,Small,2018-09-19
"Mini Auto Werke",10164,39,3195.27,Resolved,"Classic Cars",Graz,Austria,Medium,2018-10-21
"Classic Gift Ideas, Inc",10183,23,2000.77,Shipped,"Classic Cars",Philadelphia,USA,Small,2018-11-13
"Saveley & Henriot, Co.",10194,26,2314.26,Shipped,"Classic Cars",Lyon,France,Small,2018-11-25
"Handji Gifts& Co",10217,31,2728.00,Shipped,"Classic Cars",Singapore,Singapore,Small,2019-02-04
"Mini Gifts Distributors Ltd.",10229,50,5614.00,Shipped,"Classic Cars","San Rafael",USA,Medium,2019-03-11
"Super Scale Inc.",10245,44,4628.80,Shipped,"Classic Cars","New Haven",USA,Medium,2019-05-04
"Souveniers And Things Co.",10270,46,4048.00,Shipped,"Classic Cars",Chatswood,Australia,Medium,2019-07-19
"Diecast Classics Inc.",10281,27,2321.46,Shipped,"Classic Cars",Allentown,USA,Small,2019-08-19
"Auto Assoc. & Cie.",10304,40,4208.00,Shipped,"Classic Cars",Versailles,France,Medium,2019-10-11
"Vitachrome Inc.",10324,34,4248.30,Shipped,"Classic Cars",NYC,USA,Medium,2019-11-05
"La Corne D'abondance, Co.",10336,46,9558.80,Shipped,"Classic Cars",Paris,France,Large,2019-11-20
"Corrida Auto Replicas, Ltd",10348,32,2650.56,Shipped,"Classic Cars",Madrid,Spain,Small,2019-11-01
"Euro Shopping Channel",10358,27,3761.37,Shipped,"Classic Cars",Madrid,Spain,Medium,2019-12-10
"Mini Gifts Distributors Ltd.",10371,34,4301.34,Shipped,"Classic Cars","San Rafael",USA,Medium,2020-01-23
"Mini Gifts Distributors Ltd.",10382,34,1864.56,Shipped,"Classic Cars","San Rafael",USA,Small,2020-02-17
"Euro Shopping Channel",10424,46,3722.32,"In Process","Classic Cars",Madrid,Spain,Medium,2020-05-31
"Rovelli Gifts",10106,32,3986.56,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Australian Collectors, Co.",10120,24,3417.12,Shipped,Planes,Melbourne,Australia,Medium,2018-04-29
"Euro Shopping Channel",10133,27,2691.09,Shipped,Planes,Madrid,Spain,Small,2018-06-27
Toys4GrownUps.com,10145,20,2752.60,Shipped,Planes,Pasadena,USA,Small,2018-08-25
"Technics Stores Inc.",10168,36,4527.72,Shipped,Planes,Burlingame,USA,Medium,2018-10-28
"Australian Collectors, Co.",10223,29,3199.86,Shipped,Planes,Melbourne,Australia,Medium,2019-02-20
"The Sharp Gifts Warehouse",10250,44,6055.72,Shipped,Planes,"San Jose",USA,Medium,2019-05-11
"Gift Depot Inc.",10263,47,5465.16,Shipped,Planes,Bridgewater,USA,Medium,2019-06-28
"La Rochelle Gifts",10275,48,6378.72,Shipped,Planes,Nantes,France,Medium,2019-07-23
"Marta's Replicas Co.",10285,45,5392.80,Shipped,Planes,Cambridge,USA,Medium,2019-08-27
"Clover Collections, Co.",10297,35,3986.50,Shipped,Planes,Dublin,Ireland,Medium,2019-09-16
"Mini Classics",10308,31,4009.23,Shipped,Planes,"White Plains",USA,Medium,2019-10-15
"Diecast Classics Inc.",10318,50,7119.00,Shipped,Planes,Allentown,USA,Large,2019-11-02
"Rovelli Gifts",10328,33,4072.20,Shipped,Planes,Bergamo,Italy,Medium,2019-11-12
"Enaco Distributors",10340,29,4094.51,Shipped,Planes,Barcelona,Spain,Medium,2019-11-24
"Gift Ideas Corp.",10353,48,3302.40,Shipped,Planes,Glendale,USA,Medium,2019-12-04
"Souveniers And Things Co.",10361,44,3186.48,Shipped,Planes,Chatswood,Australia,Medium,2019-12-17
"La Rochelle Gifts",10375,25,1668.25,Shipped,Planes,Nantes,France,Small,2020-02-03
FunGiftIdeas.com,10388,50,7154.50,Shipped,Planes,"New Bedford",USA,Large,2020-03-03
"Reims Collectables",10398,23,2810.83,Shipped,Planes,Reims,France,Small,2020-03-30
"Tekni Collectables Inc.",10401,21,2018.31,"On Hold",Planes,Newark,USA,Small,2020-04-03
"L'ordine Souveniers",10416,41,5642.83,Shipped,Planes,"Reggio Emilia",Italy,Medium,2020-05-10
"Rovelli Gifts",10106,44,3273.60,Shipped,Planes,Bergamo,Italy,Medium,2018-02-17
"Australian Collectors, Co.",10120,43,3268.00,Shipped,Planes,Melbourne,Australia,Medium,2018-04-29
"Mini Creations Ltd.",10143,28,2688.00,Shipped,Planes,"New Bedford",USA,Small,2018-08-10
"Toys of Finland, Co.",10155,43,3715.20,Shipped,Planes,Helsinki,Finland,Medium,2018-10-06
"Technics Stores Inc.",10168,48,4608.00,Shipped,Planes,Burlingame,USA,Medium,2018-10-28
"West Coast Collectables Co.",10199,38,3131.20,Shipped,Planes,Burbank,USA,Medium,2018-12-01
"Australian Collectors, Co.",10223,26,1747.20,Shipped,Planes,Melbourne,Australia,Small,2019-02-20
"The Sharp Gifts Warehouse",10250,44,2956.80,Shipped,Planes,"San Jose",USA,Small,2019-05-11
"Euro Shopping Channel",10262,27,2052.00,Cancelled,Planes,Madrid,Spain,Small,2019-06-24
"La Rochelle Gifts",10275,43,3164.80,Shipped,Planes,Nantes,France,Medium,2019-07-23
"Bavarian Collectables Imports, Co.",10296,22,1777.60,Shipped,Planes,Munich,Germany,Small,2019-09-15
"Mini Classics",10308,21,1831.20,Shipped,Planes,"White Plains",USA,Small,2019-10-15
"Rovelli Gifts",10328,33,2112.00,Shipped,Planes,Bergamo,Italy,Small,2019-11-12
"Salzburg Collectables",10341,34,3644.12,Shipped,Planes,Salzburg,Austria,Medium,2019-11-24
"Gift Ideas Corp.",10353,43,3523.85,Shipped,Planes,Glendale,USA,Medium,2019-12-04
"Souveniers And Things Co.",10361,44,5001.92,Shipped,Planes,Chatswood,Australia,Medium,2019-12-17
"La Rochelle Gifts",10375,44,5208.72,Shipped,Planes,Nantes,France,Medium,2020-02-03
"Euro Shopping Channel",10386,32,3018.88,Resolved,Planes,Madrid,Spain,Medium,2020-03-01
"Reims Collectables",10398,29,1902.40,Shipped,Planes,Reims,France,Small,2020-03-30
"Tekni Collectables Inc.",10401,77,7084.00,"On Hold",Planes,Newark,USA,Large,2020-04-03
"L'ordine Souveniers",10416,39,2620.80,Shipped,Planes,"Reggio Emilia",Italy,Small,2020-05-10
"Danish Wholesale Imports",10105,39,3164.46,Shipped,Ships,Kobenhavn,Denmark,Medium,2018-02-11
"Enaco Distributors",10118,36,4219.20,Shipped,Ships,Barcelona,Spain,Medium,2018-04-21
"Mini Gifts Distributors Ltd.",10142,21,2334.99,Shipped,Ships,"San Rafael",USA,Small,2018-08-08
"Euro Shopping Channel",10153,50,4407.50,Shipped,Ships,Madrid,Spain,Medium,2018-09-28
"CAF Imports",10177,44,4055.04,Shipped,Ships,Madrid,Spain,Medium,2018-11-07
"Mini Creations Ltd.",10185,37,3891.66,Shipped,Ships,"New Bedford",USA,Medium,2018-11-14
"Enaco Distributors",10197,27,2488.32,Shipped,Ships,Barcelona,Spain,Small,2018-11-26
